time,latitude,latitude_direction,longitude,longitude_direction,fix,numOfSat,horizontal_dilution,altitude,direct_of_altitude,altitude_location,speed,date
090003.850,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.850,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003.900,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.900,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090003.950,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090003.950,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.050,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.050,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.100,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.100,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.150,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.150,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.200,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.200,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.250,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.250,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.300,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.300,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.350,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.350,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.400,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.400,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.450,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.450,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.500,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.500,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.550,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.550,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.600,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.600,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.650,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.650,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.700,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.700,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.750,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.750,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.800,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.800,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.850,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.850,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.900,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.900,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090004.950,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090004.950,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.050,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005.050,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.100,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005.100,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.150,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005.150,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.200,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005.200,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.250,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005.250,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.300,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
090005.300,4051.258014,N,11907.080855,W, , , , , , ,0.0,
090005.350,4051.258014,N,11907.080855,W,1,5,2.87,160.0,M,-21.321, , 
